condition_id,run_type,seed_label,taste,model,repeat_index,iterations_completed,final_score,final_aesthetic,final_novelty,final_parsimony,xm_gemini_2_5_flash_aesthetic,xm_gemini_2_5_flash_novelty,xm_gemini_2_5_flash_parsimony,xm_gemini_2_5_flash_total,best_baseline_a_xm_gemini_2_5_flash,best_baseline_b_xm_gemini_2_5_flash,score_vs_baseline_a_gemini_2_5_flash,score_vs_baseline_b_gemini_2_5_flash,final_distinct_commands,final_nesting_depth,final_code_length,final_spatial_entropy,final_fill_ratio,score_drop_warnings,peak_iteration,peak_aesthetic,peak_code_length,peak_xm_gemini_2_5_flash_aesthetic,peak_xm_gemini_2_5_flash_novelty,peak_xm_gemini_2_5_flash_total,peak_vs_baseline_a_gemini_2_5_flash,peak_vs_baseline_b_gemini_2_5_flash,status,elapsed_ms,error
s1__t1__gpt_5_5,evolution,Line,Intricate asymmetric patterns with heavy use of color,gpt-5.5,0,15,17.4,9,6,2.4000000000000004,8,8,,16.00,9,8,-1.00,0.00,14,3,628,1.3433,0.1043,3,completed,316919,
s1__t1__gpt_5_5,feedback_only,Line,Intricate asymmetric patterns with heavy use of color,gpt-5.5,0,15,16,7,9,0,8,7,,15.00,9,8,-1.00,0.00,17,4,6665,1.396,0.1368,2,completed,532970,
