condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t2__gpt_5_4_mini__m5v2di,2,5,7.5,6,3,8,0,2,170,1.4559,0.0267,0.9724,2,2,gpt-5.4-mini,1165,1808
s1__t2__gpt_5_4_mini__m5v2di,2,6,8.5,6,5,8,0,2,171,1.4653,0.0307,0.9716,2,2,gpt-5.4-mini,1072,1803
s1__t2__gpt_5_4_mini__m5v2di,2,7,10.5,8,5,8,0,3,269,1.5275,0.0329,0.9695,2,2,gpt-5.4-mini,1303,1771
s1__t2__gpt_5_4_mini__m5v2di,2,8,10.5,8,5,8,0,5,491,1.4563,0.0315,0.9666,2,2,gpt-5.4-mini,1956,1771
s1__t2__gpt_5_4_mini__m5v2di,2,9,7.5,7,1,8,0,6,599,1.4544,0.0317,0.9665,2,2,gpt-5.4-mini,2145,1795
s1__t2__gpt_5_4_mini__m5v2di,2,10,8,7,2,8,0,7,707,1.4711,0.032,0.9662,2,2,gpt-5.4-mini,2477,1844
s1__t2__gpt_5_4_mini__m5v2di,2,11,7,7,0,8,0,7,707,1.4711,0.032,0.9662,2,2,gpt-5.4-mini,2481,2570
s1__t2__gpt_5_4_mini__m5v2di,2,12,7.5,7,1,8,0,9,917,1.4677,0.0322,0.966,2,2,gpt-5.4-mini,2923,2253
s1__t2__gpt_5_4_mini__m5v2di,2,13,8,6,4,8,0,10,1040,1.414,0.0288,0.9703,2,2,gpt-5.4-mini,3541,2011
s1__t2__gpt_5_4_mini__m5v2di,2,14,7.5,7,1,8,0,11,1151,1.4272,0.0289,0.9702,2,2,gpt-5.4-mini,3544,1461
s1__t2__gpt_5_4_mini__m5v2di,2,15,7.5,7,1,8,0,12,1262,1.6192,0.0285,0.9726,2,2,gpt-5.4-mini,3434,1682
s2__t1__gpt_5_4_mini__m5v2db,0,1,8,8,0,2,0,0,24,1.4259,0.0644,1,2,2,gpt-5.4-mini,996,1716
s2__t1__gpt_5_4_mini__m5v2db,0,2,10,7,6,4,0,1,69,1.9602,0.0918,0.8923,2,2,gpt-5.4-mini,897,1809
s2__t1__gpt_5_4_mini__m5v2db,0,3,10.5,8,5,4,0,1,100,2.083,0.1214,0.8607,2,2,gpt-5.4-mini,934,1665
s2__t1__gpt_5_4_mini__m5v2db,0,4,12,9,6,4,0,1,99,2.0882,0.1114,0.8716,2,2,gpt-5.4-mini,929,1844
s2__t1__gpt_5_4_mini__m5v2db,0,5,10,8,4,4,0,1,99,2.2,0.13,0.8596,2,2,gpt-5.4-mini,888,1859
s2__t1__gpt_5_4_mini__m5v2db,0,6,9.5,7,5,4,0,1,99,2.2471,0.1114,0.9118,2,2,gpt-5.4-mini,835,1966
s2__t1__gpt_5_4_mini__m5v2db,0,7,11,8,6,4,0,1,100,1.5543,0.0533,0.9395,2,2,gpt-5.4-mini,994,2036
s2__t1__gpt_5_4_mini__m5v2db,0,8,8.5,8,1,4,0,1,100,1.6265,0.0549,0.9367,2,2,gpt-5.4-mini,863,1750
s2__t1__gpt_5_4_mini__m5v2db,0,9,10,8,4,4,0,1,100,1.7068,0.0603,0.9316,2,2,gpt-5.4-mini,1021,1816
s2__t1__gpt_5_4_mini__m5v2db,0,10,11.5,9,5,4,0,1,100,1.6265,0.0549,0.9367,2,2,gpt-5.4-mini,855,1986
s2__t1__gpt_5_4_mini__m5v2db,0,11,11.5,9,5,4,0,1,100,1.7068,0.0603,0.9316,2,2,gpt-5.4-mini,799,1958
s2__t1__gpt_5_4_mini__m5v2db,0,12,11,9,4,4,0,1,100,1.6265,0.0549,0.9367,2,2,gpt-5.4-mini,1124,1988
s2__t1__gpt_5_4_mini__m5v2db,0,13,10,8,4,4,0,1,99,1.79,0.0639,0.9268,2,2,gpt-5.4-mini,1013,2013
s2__t1__gpt_5_4_mini__m5v2db,0,14,10.5,8,5,4,0,1,99,1.9305,0.0896,0.9237,2,2,gpt-5.4-mini,873,2053
s2__t1__gpt_5_4_mini__m5v2db,0,15,11.5,8,7,7,0,1,195,2.038,0.1176,0.8689,2,2,gpt-5.4-mini,1157,2054
s2__t1__gpt_5_4_mini__m5v2db,1,1,9.5,7,5,2,0,0,24,1.841,0.0553,0.9359,2,2,gpt-5.4-mini,795,1637
s2__t1__gpt_5_4_mini__m5v2db,1,2,12,9,6,2,0,0,25,1.3398,0.0644,1,2,2,gpt-5.4-mini,703,1755
s2__t1__gpt_5_4_mini__m5v2db,1,3,10,7,6,2,0,0,25,2.0695,0.0836,0.9822,2,2,gpt-5.4-mini,833,1760
s2__t1__gpt_5_4_mini__m5v2db,1,4,8.5,6,5,2,0,0,25,1.5019,0.0367,0.9454,2,2,gpt-5.4-mini,784,1961
s2__t1__gpt_5_4_mini__m5v2db,1,5,12.5,9,7,2,0,0,25,1.8532,0.0908,0.9984,2,2,gpt-5.4-mini,837,1721
s2__t1__gpt_5_4_mini__m5v2db,1,6,12.5,9,7,2,0,0,27,2.1232,0.1155,0.9982,2,2,gpt-5.4-mini,815,2368
s2__t1__gpt_5_4_mini__m5v2db,1,7,10.5,7,7,3,0,0,52,1.9504,0.1058,0.9087,2,2,gpt-5.4-mini,877,1861
s2__t1__gpt_5_4_mini__m5v2db,1,8,11,8,6,3,0,0,52,2.1814,0.1401,0.8836,2,2,gpt-5.4-mini,793,2032
s2__t1__gpt_5_4_mini__m5v2db,1,9,11,9,4,3,0,0,50,2.0792,0.1349,0.8789,2,2,gpt-5.4-mini,868,2038
s2__t1__gpt_5_4_mini__m5v2db,1,10,9,8,2,3,0,0,50,2.1055,0.1378,0.878,2,2,gpt-5.4-mini,899,1967
s2__t1__gpt_5_4_mini__m5v2db,1,11,11,8,6,3,0,0,50,2.1093,0.1387,0.8695,2,2,gpt-5.4-mini,547,2136
s2__t1__gpt_5_4_mini__m5v2db,1,12,9.5,7,5,3,0,0,48,2.014,0.1113,0.8837,2,2,gpt-5.4-mini,923,1850
s2__t1__gpt_5_4_mini__m5v2db,1,13,12.5,9,7,3,0,0,48,2.0259,0.157,0.8463,2,2,gpt-5.4-mini,799,3545
s2__t1__gpt_5_4_mini__m5v2db,1,14,9.5,7,5,3,0,0,48,1.9334,0.1697,0.8403,2,2,gpt-5.4-mini,785,1814
s2__t1__gpt_5_4_mini__m5v2db,1,15,11,8,6,3,0,0,48,1.709,0.0552,0.9249,2,2,gpt-5.4-mini,823,1877
s2__t1__gpt_5_4_mini__m5v2db,2,1,8,8,0,2,0,0,24,1.4259,0.0644,1,2,2,gpt-5.4-mini,808,1860
s2__t1__gpt_5_4_mini__m5v2db,2,2,9.5,7,5,4,0,0,48,1.4,0.0507,0.9804,2,2,gpt-5.4-mini,766,1989
s2__t1__gpt_5_4_mini__m5v2db,2,3,9.5,6,7,4,0,0,46,1.6233,0.0476,0.9469,2,2,gpt-5.4-mini,863,1955
s2__t1__gpt_5_4_mini__m5v2db,2,4,11.5,8,7,4,0,0,48,1.4,0.0507,0.9804,2,2,gpt-5.4-mini,818,1848
s2__t1__gpt_5_4_mini__m5v2db,2,5,9.5,8,3,4,0,0,48,1.3683,0.0495,0.9803,2,2,gpt-5.4-mini,721,1959
s2__t1__gpt_5_4_mini__m5v2db,2,6,11,8,6,4,0,0,48,1.8218,0.0793,0.9152,2,2,gpt-5.4-mini,921,1904
s2__t1__gpt_5_4_mini__m5v2db,2,7,9,8,2,4,0,0,48,1.7063,0.0764,0.9257,2,2,gpt-5.4-mini,717,2057
s2__t1__gpt_5_4_mini__m5v2db,2,8,12,9,6,4,0,0,48,1.8946,0.0863,0.9039,2,2,gpt-5.4-mini,742,1830
s2__t1__gpt_5_4_mini__m5v2db,2,9,10,8,4,4,0,0,48,1.7199,0.0801,0.9105,2,2,gpt-5.4-mini,808,2003
s2__t1__gpt_5_4_mini__m5v2db,2,10,9,7,4,4,0,0,48,1.9658,0.0857,0.9023,2,2,gpt-5.4-mini,898,2254
s2__t1__gpt_5_4_mini__m5v2db,2,11,9,8,2,4,0,0,48,1.8946,0.0863,0.9039,2,2,gpt-5.4-mini,851,1989
s2__t1__gpt_5_4_mini__m5v2db,2,12,10,8,4,4,0,0,49,2.0147,0.0876,0.9009,2,2,gpt-5.4-mini,855,1672
s2__t1__gpt_5_4_mini__m5v2db,2,13,9,8,2,4,0,0,48,1.9658,0.0857,0.9023,2,2,gpt-5.4-mini,789,1915
s2__t1__gpt_5_4_mini__m5v2db,2,14,11,8,6,4,0,0,49,2.0122,0.0875,0.9035,2,2,gpt-5.4-mini,824,2148
s2__t1__gpt_5_4_mini__m5v2db,2,15,9.5,8,3,4,0,0,49,2.1757,0.0883,0.902,2,2,gpt-5.4-mini,792,1764
s2__t1__gpt_5_4_mini__m5v2di,0,1,10.5,7,7,8,0,1,70,1.8306,0.0762,0.9917,2,2,gpt-5.4-mini,880,1607
s2__t1__gpt_5_4_mini__m5v2di,0,2,11.5,8,7,8,0,1,94,2.0121,0.0478,0.9968,2,2,gpt-5.4-mini,925,1903
s2__t1__gpt_5_4_mini__m5v2di,0,3,11.5,8,7,8,0,1,162,1.491,0.0269,0.9974,2,2,gpt-5.4-mini,1233,1708
s2__t1__gpt_5_4_mini__m5v2di,0,4,11.5,8,7,8,0,1,308,1.9814,0.0915,0.9912,2,2,gpt-5.4-mini,1423,1927
s2__t1__gpt_5_4_mini__m5v2di,0,5,9,8,2,8,0,1,306,2.0681,0.0859,0.9913,2,2,gpt-5.4-mini,1316,2119
s2__t1__gpt_5_4_mini__m5v2di,0,6,10,8,4,8,0,1,306,1.8949,0.0935,0.9911,2,2,gpt-5.4-mini,1583,2278
s2__t1__gpt_5_4_mini__m5v2di,0,7,10,8,4,8,0,1,306,2.0509,0.0948,0.9902,2,2,gpt-5.4-mini,1484,2057
s2__t1__gpt_5_4_mini__m5v2di,0,8,10.5,8,5,8,0,1,306,1.925,0.0844,0.9917,2,2,gpt-5.4-mini,1398,1814
s2__t1__gpt_5_4_mini__m5v2di,0,9,9,8,2,8,0,1,306,1.8424,0.0767,0.9925,2,2,gpt-5.4-mini,1267,1661
s2__t1__gpt_5_4_mini__m5v2di,0,10,8,8,0,8,0,1,306,1.8424,0.0767,0.9925,2,2,gpt-5.4-mini,1965,1418
s2__t1__gpt_5_4_mini__m5v2di,0,11,12.5,9,7,8,0,1,323,2.258,0.1951,0.9864,2,2,gpt-5.4-mini,1898,1665
s2__t1__gpt_5_4_mini__m5v2di,0,12,11,8,6,8,0,1,323,2.2532,0.2221,0.9768,2,2,gpt-5.4-mini,1586,2050
s2__t1__gpt_5_4_mini__m5v2di,0,13,8.5,5,7,8,0,1,323,1.2725,0.018,0.9987,2,2,gpt-5.4-mini,1334,1894
s2__t1__gpt_5_4_mini__m5v2di,0,14,6.5,2,9,8,0,1,460,0.5117,0.0058,0.9994,2,2,gpt-5.4-mini,1773,1860
s2__t1__gpt_5_4_mini__m5v2di,0,15,3,2,2,8,0,1,902,0.5339,0.0054,0.9995,2,2,gpt-5.4-mini,2792,1708
s2__t1__gpt_5_4_mini__m5v2di,1,1,9.5,7,5,4,0,1,39,1.841,0.0553,0.9476,2,2,gpt-5.4-mini,741,1787
s2__t1__gpt_5_4_mini__m5v2di,1,2,10,8,4,7,0,1,50,1.841,0.057,0.9455,2,2,gpt-5.4-mini,680,1702
s2__t1__gpt_5_4_mini__m5v2di,1,3,11.5,8,7,7,0,1,84,1.5419,0.0382,0.9634,2,2,gpt-5.4-mini,1007,1683
s2__t1__gpt_5_4_mini__m5v2di,1,4,11,8,6,7,0,1,124,1.6381,0.0487,0.9565,2,2,gpt-5.4-mini,940,1620
s2__t1__gpt_5_4_mini__m5v2di,1,5,10,8,4,7,0,1,130,1.5657,0.0495,0.9549,2,2,gpt-5.4-mini,1174,1711
s2__t1__gpt_5_4_mini__m5v2di,1,6,9.5,8,3,7,0,1,130,1.6181,0.0501,0.954,2,2,gpt-5.4-mini,853,1683
s2__t1__gpt_5_4_mini__m5v2di,1,7,10,8,4,7,0,1,130,1.5915,0.0488,0.9551,2,2,gpt-5.4-mini,1019,1766
s2__t1__gpt_5_4_mini__m5v2di,1,8,7.5,7,1,7,0,1,130,1.5957,0.0488,0.9552,2,2,gpt-5.4-mini,1144,2059
s2__t1__gpt_5_4_mini__m5v2di,1,9,10,8,4,7,0,1,170,1.6871,0.0621,0.9441,2,2,gpt-5.4-mini,1143,1956
s2__t1__gpt_5_4_mini__m5v2di,1,10,10,8,4,9,0,1,221,1.8684,0.0726,0.9363,2,2,gpt-5.4-mini,1757,2262
s2__t1__gpt_5_4_mini__m5v2di,1,11,9.5,8,3,8,0,1,215,1.827,0.0723,0.9391,2,2,gpt-5.4-mini,1167,1736
s2__t1__gpt_5_4_mini__m5v2di,1,12,9.5,6,7,9,0,1,329,1.766,0.0715,0.9409,2,2,gpt-5.4-mini,1662,2093
s2__t1__gpt_5_4_mini__m5v2di,1,13,9,7,4,9,0,1,329,1.8183,0.0726,0.9388,2,2,gpt-5.4-mini,1459,1927
s2__t1__gpt_5_4_mini__m5v2di,1,14,10,8,4,9,0,1,330,1.9226,0.0697,0.9425,2,2,gpt-5.4-mini,1471,1787
s2__t1__gpt_5_4_mini__m5v2di,1,15,11,8,6,9,0,1,461,2.0067,0.0774,0.9387,2,2,gpt-5.4-mini,2442,1686
s2__t1__gpt_5_4_mini__m5v2di,2,1,8,8,0,2,0,0,24,1.4259,0.0644,1,2,2,gpt-5.4-mini,941,1568
s2__t1__gpt_5_4_mini__m5v2di,2,2,11.5,8,7,9,0,1,112,2.0183,0.107,0.8686,2,2,gpt-5.4-mini,1079,1888
s2__t1__gpt_5_4_mini__m5v2di,2,3,11,8,6,9,0,1,162,2.1861,0.1344,0.8654,2,2,gpt-5.4-mini,1096,1773
s2__t1__gpt_5_4_mini__m5v2di,2,4,10.5,8,5,9,0,1,163,2.1338,0.1654,0.8301,2,2,gpt-5.4-mini,1041,2130
s2__t1__gpt_5_4_mini__m5v2di,2,5,11,8,6,9,0,1,163,1.5874,0.0671,0.909,2,2,gpt-5.4-mini,986,2541
s2__t1__gpt_5_4_mini__m5v2di,2,6,10,8,4,9,0,1,215,1.6192,0.0659,0.9102,2,2,gpt-5.4-mini,1111,1718
s2__t1__gpt_5_4_mini__m5v2di,2,7,8,8,0,9,0,1,215,1.6192,0.0659,0.9102,2,2,gpt-5.4-mini,1274,1819
s2__t1__gpt_5_4_mini__m5v2di,2,8,8,8,0,9,0,1,215,1.6192,0.0659,0.9102,2,2,gpt-5.4-mini,1259,1839
s2__t1__gpt_5_4_mini__m5v2di,2,9,7,7,0,9,0,1,215,1.6192,0.0659,0.9102,2,2,gpt-5.4-mini,1595,1709
s2__t1__gpt_5_4_mini__m5v2di,2,10,8,8,0,9,0,1,215,1.6192,0.0659,0.9102,2,2,gpt-5.4-mini,1975,1699
s2__t1__gpt_5_4_mini__m5v2di,2,11,8,8,0,9,0,1,215,1.6192,0.0659,0.9102,2,2,gpt-5.4-mini,1287,1729
s2__t1__gpt_5_4_mini__m5v2di,2,12,8,8,0,9,0,1,215,1.6192,0.0659,0.9102,2,2,gpt-5.4-mini,1089,1481
s2__t1__gpt_5_4_mini__m5v2di,2,13,12.5,9,7,9,1,1,112,2.2962,0.1355,0.8626,2,2,gpt-5.4-mini,987,1980
s2__t1__gpt_5_4_mini__m5v2di,2,14,9,7,4,9,1,1,182,2.1224,0.1443,0.8507,2,2,gpt-5.4-mini,949,1839
s2__t1__gpt_5_4_mini__m5v2di,2,15,9,8,2,9,1,1,182,2.1142,0.1438,0.8502,2,2,gpt-5.4-mini,1208,1852
s2__t2__gpt_5_4_mini__m5v2db,0,1,6.5,3,7,2,0,0,24,1.5227,0.0547,0.9364,2,2,gpt-5.4-mini,946,1663
s2__t2__gpt_5_4_mini__m5v2db,0,2,8.5,5,7,2,0,0,23,1.2924,0.0297,0.9987,2,2,gpt-5.4-mini,697,2198
s2__t2__gpt_5_4_mini__m5v2db,0,3,8.5,6,5,4,0,1,84,1.358,0.0476,0.9859,2,2,gpt-5.4-mini,980,1911
s2__t2__gpt_5_4_mini__m5v2db,0,4,11,8,6,4,0,1,109,1.8392,0.0673,0.9707,2,2,gpt-5.4-mini,919,1889
s2__t2__gpt_5_4_mini__m5v2db,0,5,9,7,4,4,0,1,109,1.9422,0.0662,0.9733,2,2,gpt-5.4-mini,973,1972
s2__t2__gpt_5_4_mini__m5v2db,0,6,10.5,8,5,4,0,1,153,1.8583,0.0708,0.9681,2,2,gpt-5.4-mini,1470,1984
s2__t2__gpt_5_4_mini__m5v2db,0,7,10,8,4,4,0,1,176,1.6702,0.0702,0.9566,2,2,gpt-5.4-mini,1137,1796
s2__t2__gpt_5_4_mini__m5v2db,0,8,9.5,8,3,4,0,1,213,1.6931,0.0694,0.9686,2,2,gpt-5.4-mini,1179,2238
s2__t2__gpt_5_4_mini__m5v2db,0,9,9,8,2,4,0,1,212,1.8825,0.0692,0.9691,2,2,gpt-5.4-mini,1197,1805
s2__t2__gpt_5_4_mini__m5v2db,0,10,8.5,7,3,4,0,1,241,1.9208,0.0684,0.9703,2,2,gpt-5.4-mini,2506,1757
s2__t2__gpt_5_4_mini__m5v2db,0,11,9.5,8,3,4,0,1,240,1.8631,0.0684,0.9701,2,2,gpt-5.4-mini,2226,1788
s2__t2__gpt_5_4_mini__m5v2db,0,12,9.5,8,3,4,0,1,211,1.9795,0.07,0.9692,2,2,gpt-5.4-mini,1131,2303
s2__t2__gpt_5_4_mini__m5v2db,0,13,9.5,8,3,4,0,1,211,2.0435,0.0716,0.9694,2,2,gpt-5.4-mini,1245,1871
s2__t2__gpt_5_4_mini__m5v2db,0,14,10,8,4,4,0,1,212,2.0809,0.0715,0.9671,2,2,gpt-5.4-mini,2570,1819
s2__t2__gpt_5_4_mini__m5v2db,0,15,9.5,8,3,4,0,1,218,2.0326,0.0775,0.9634,2,2,gpt-5.4-mini,1266,1749
s2__t2__gpt_5_4_mini__m5v2db,1,1,9.5,6,7,4,0,0,34,1.352,0.0226,0.9937,2,2,gpt-5.4-mini,799,1920
s2__t2__gpt_5_4_mini__m5v2db,1,2,7.5,6,3,3,0,0,63,1.2056,0.0263,0.9989,2,2,gpt-5.4-mini,1166,1651
s2__t2__gpt_5_4_mini__m5v2db,1,3,10.5,7,7,3,0,0,81,0.6245,0.0086,0.9894,2,2,gpt-5.4-mini,890,2394
s2__t2__gpt_5_4_mini__m5v2db,1,4,6.5,4,5,3,0,0,138,0.3628,0.0078,0.9898,2,2,gpt-5.4-mini,1352,1637
s2__t2__gpt_5_4_mini__m5v2db,1,5,6.5,5,3,5,0,0,184,0.3628,0.0073,0.9903,2,2,gpt-5.4-mini,1496,1639
s2__t2__gpt_5_4_mini__m5v2db,1,6,7,6,2,6,0,0,231,0.3628,0.0072,0.9904,2,2,gpt-5.4-mini,1589,1966
s2__t2__gpt_5_4_mini__m5v2db,1,7,7,6,2,6,0,0,320,0.3628,0.007,0.9906,2,2,gpt-5.4-mini,1344,2072
s2__t2__gpt_5_4_mini__m5v2db,1,8,6.5,5,3,6,0,0,368,0.3628,0.0069,0.9909,2,2,gpt-5.4-mini,1647,1998
s2__t2__gpt_5_4_mini__m5v2db,1,9,8.5,6,5,6,0,0,363,0.4959,0.0078,0.99,2,2,gpt-5.4-mini,1626,1928
s2__t2__gpt_5_4_mini__m5v2db,1,10,7.5,6,3,6,0,0,489,0.3628,0.0064,0.9915,2,2,gpt-5.4-mini,1943,1852
s2__t2__gpt_5_4_mini__m5v2db,1,11,5,4,2,6,0,0,565,0.3827,0.0063,0.9916,2,2,gpt-5.4-mini,2150,1739
s2__t2__gpt_5_4_mini__m5v2db,1,12,3.5,3,1,6,0,0,564,0.3628,0.0062,0.9919,2,2,gpt-5.4-mini,1919,1936
s2__t2__gpt_5_4_mini__m5v2db,1,13,3.5,3,1,6,0,0,647,0.3628,0.007,0.9907,2,2,gpt-5.4-mini,2223,2123
s2__t2__gpt_5_4_mini__m5v2db,1,14,3.5,3,1,6,0,0,647,0.3628,0.007,0.9907,2,2,gpt-5.4-mini,2200,1899
s2__t2__gpt_5_4_mini__m5v2db,1,15,4.5,4,1,6,0,0,659,0.3628,0.007,0.9909,2,2,gpt-5.4-mini,2071,2039
s2__t2__gpt_5_4_mini__m5v2db,2,1,8,5,6,4,0,0,40,1.526,0.0408,0.9498,2,2,gpt-5.4-mini,690,1771
s2__t2__gpt_5_4_mini__m5v2db,2,2,6.5,5,3,4,0,0,39,1.5198,0.0618,0.9513,2,2,gpt-5.4-mini,1120,1942
s2__t2__gpt_5_4_mini__m5v2db,2,3,9,7,4,4,0,0,44,1.4688,0.0603,0.9472,2,2,gpt-5.4-mini,904,2085
s2__t2__gpt_5_4_mini__m5v2db,2,4,8,6,4,4,0,0,49,1.2373,0.0582,0.9377,2,2,gpt-5.4-mini,963,1638
s2__t2__gpt_5_4_mini__m5v2db,2,5,7,5,4,4,0,0,49,1.4978,0.0636,0.9572,2,2,gpt-5.4-mini,999,1886
s2__t2__gpt_5_4_mini__m5v2db,2,6,8,6,4,4,0,0,49,1.4298,0.057,0.9576,2,2,gpt-5.4-mini,975,1855
s2__t2__gpt_5_4_mini__m5v2db,2,7,7,5,4,4,0,0,49,1.5588,0.0518,0.95,2,2,gpt-5.4-mini,893,2014
s2__t2__gpt_5_4_mini__m5v2db,2,8,5,4,2,4,0,0,49,1.44,0.0511,0.9598,2,2,gpt-5.4-mini,818,2039
s2__t2__gpt_5_4_mini__m5v2db,2,9,8,6,4,4,0,0,59,1.2638,0.0486,0.956,2,2,gpt-5.4-mini,833,1771
s2__t2__gpt_5_4_mini__m5v2db,2,10,8,8,0,4,0,0,59,1.2638,0.0486,0.956,2,2,gpt-5.4-mini,892,1896
s2__t2__gpt_5_4_mini__m5v2db,2,11,9.5,8,3,4,0,0,59,1.2222,0.0449,0.9632,2,2,gpt-5.4-mini,885,1914
s2__t2__gpt_5_4_mini__m5v2db,2,12,8.5,7,3,4,0,0,59,1.2999,0.0434,0.9632,2,2,gpt-5.4-mini,937,2095
s2__t2__gpt_5_4_mini__m5v2db,2,13,6.5,5,3,4,0,0,59,1.3484,0.0423,0.9718,2,2,gpt-5.4-mini,1198,2065
s2__t2__gpt_5_4_mini__m5v2db,2,14,8.5,7,3,4,0,0,69,1.2817,0.039,0.9729,2,2,gpt-5.4-mini,981,2516
s2__t2__gpt_5_4_mini__m5v2db,2,15,6,5,2,4,0,0,69,1.275,0.0367,0.9671,2,2,gpt-5.4-mini,1086,1925
s2__t2__gpt_5_4_mini__m5v2di,0,1,6,3,6,5,0,1,51,1.6435,0.091,0.9374,2,2,gpt-5.4-mini,834,1694
s2__t2__gpt_5_4_mini__m5v2di,0,2,10,6,8,5,0,1,50,1.4492,0.0428,0.9992,2,2,gpt-5.4-mini,1093,1649
s2__t2__gpt_5_4_mini__m5v2di,0,3,12,8,8,5,0,1,67,1.5011,0.0403,0.9703,2,2,gpt-5.4-mini,952,1684
s2__t2__gpt_5_4_mini__m5v2di,0,4,9,8,2,5,0,1,87,1.6671,0.0496,0.9676,2,2,gpt-5.4-mini,982,2404
s2__t2__gpt_5_4_mini__m5v2di,0,5,7.5,7,1,5,0,1,108,1.5062,0.045,0.9652,2,2,gpt-5.4-mini,1001,2148
s2__t2__gpt_5_4_mini__m5v2di,0,6,10.5,8,5,9,0,2,286,1.3776,0.0378,0.9724,2,2,gpt-5.4-mini,1304,1459
s2__t2__gpt_5_4_mini__m5v2di,0,7,9.5,8,3,9,0,3,440,1.4522,0.0399,0.9708,2,2,gpt-5.4-mini,1680,1902
s2__t2__gpt_5_4_mini__m5v2di,0,8,8.5,8,1,10,0,5,610,1.5186,0.0406,0.9671,2,2,gpt-5.4-mini,2079,1909
s2__t2__gpt_5_4_mini__m5v2di,0,9,9,8,2,10,0,5,611,1.4856,0.0404,0.9671,2,2,gpt-5.4-mini,2062,1997
s2__t2__gpt_5_4_mini__m5v2di,0,10,11.5,8,7,10,0,5,613,1.2185,0.0359,0.9725,2,2,gpt-5.4-mini,1933,1708
s2__t2__gpt_5_4_mini__m5v2di,0,11,8.5,8,1,10,0,6,767,1.2196,0.0363,0.9721,2,2,gpt-5.4-mini,2358,1846
s2__t2__gpt_5_4_mini__m5v2di,0,12,9,8,2,10,0,7,924,1.21,0.0365,0.972,2,2,gpt-5.4-mini,2656,12946
s2__t2__gpt_5_4_mini__m5v2di,0,13,7.5,7,1,10,0,8,1080,1.2134,0.0368,0.9717,2,2,gpt-5.4-mini,3674,1665
s2__t2__gpt_5_4_mini__m5v2di,0,14,8.5,7,3,11,0,9,1245,1.2327,0.0372,0.9714,2,2,gpt-5.4-mini,3233,2023
s2__t2__gpt_5_4_mini__m5v2di,0,15,8.5,8,1,11,0,9,1257,1.2327,0.0372,0.9714,2,2,gpt-5.4-mini,3353,1729
s2__t2__gpt_5_4_mini__m5v2di,1,1,5,2,6,2,0,0,24,1.7117,0.0568,0.982,2,2,gpt-5.4-mini,711,1646
s2__t2__gpt_5_4_mini__m5v2di,1,2,10,6,8,9,0,1,75,1.2697,0.0481,0.9985,2,2,gpt-5.4-mini,1014,2688
s2__t2__gpt_5_4_mini__m5v2di,1,3,10.5,7,7,9,0,3,181,1.9102,0.1319,0.8817,2,2,gpt-5.4-mini,1331,2176
s2__t2__gpt_5_4_mini__m5v2di,1,4,6.5,5,3,10,0,3,223,1.7152,0.0965,0.8896,2,2,gpt-5.4-mini,1408,2111
s2__t2__gpt_5_4_mini__m5v2di,1,5,8.5,7,3,10,0,3,253,1.789,0.0958,0.8952,2,2,gpt-5.4-mini,1430,2072
s2__t2__gpt_5_4_mini__m5v2di,1,6,10,8,4,10,0,3,308,1.6934,0.067,0.9172,2,2,gpt-5.4-mini,1575,1770
s2__t2__gpt_5_4_mini__m5v2di,1,7,8.5,7,3,10,0,3,323,1.6915,0.0625,0.922,2,2,gpt-5.4-mini,1618,1983
s2__t2__gpt_5_4_mini__m5v2di,1,8,9,7,4,10,0,3,343,1.7654,0.0732,0.9376,2,2,gpt-5.4-mini,1615,1575
s2__t2__gpt_5_4_mini__m5v2di,1,9,9,7,4,10,0,3,353,1.6054,0.0652,0.925,2,2,gpt-5.4-mini,1639,1935
s2__t2__gpt_5_4_mini__m5v2di,1,10,9,7,4,10,0,3,367,1.8799,0.0551,0.9676,2,2,gpt-5.4-mini,2101,2337
s2__t2__gpt_5_4_mini__m5v2di,1,11,9.5,8,3,10,0,3,397,1.8368,0.0577,0.9384,2,2,gpt-5.4-mini,1547,2037
s2__t2__gpt_5_4_mini__m5v2di,1,12,9,8,2,10,0,3,396,1.8258,0.0534,0.9639,2,2,gpt-5.4-mini,1611,2194
s2__t2__gpt_5_4_mini__m5v2di,1,13,7.5,7,1,10,0,3,396,1.8513,0.0582,0.9345,2,2,gpt-5.4-mini,1681,1606
s2__t2__gpt_5_4_mini__m5v2di,1,14,7,6,2,10,0,3,395,1.5971,0.0579,0.9684,2,2,gpt-5.4-mini,2300,1773
s2__t2__gpt_5_4_mini__m5v2di,1,15,7,5,4,10,0,3,395,1.5918,0.0638,0.9317,2,2,gpt-5.4-mini,1988,1760
s2__t2__gpt_5_4_mini__m5v2di,2,1,2,2,0,2,0,0,24,1.4259,0.0644,1,2,2,gpt-5.4-mini,1234,1780
s2__t2__gpt_5_4_mini__m5v2di,2,2,8.5,5,7,2,0,0,22,0.6364,0.0122,0.985,2,2,gpt-5.4-mini,995,1923
s2__t2__gpt_5_4_mini__m5v2di,2,3,10.5,7,7,2,0,0,21,0.9241,0.017,0.9968,2,2,gpt-5.4-mini,1179,1761
