condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t2__gpt_5_4_mini__m5v2di,2,7,9,7,4,7,0,1,155,1.6323,0.0538,0.9545,3,3,gpt-5.4-mini,1748,2418
s1__t2__gpt_5_4_mini__m5v2di,2,8,10.5,7,7,7,0,1,154,1.4985,0.0592,0.9489,3,3,gpt-5.4-mini,1722,1922
s1__t2__gpt_5_4_mini__m5v2di,2,9,11,9,4,7,0,1,154,1.5576,0.0609,0.9482,3,3,gpt-5.4-mini,1672,1964
s1__t2__gpt_5_4_mini__m5v2di,2,10,9,8,2,7,0,1,154,1.5107,0.0588,0.9479,3,3,gpt-5.4-mini,1859,2371
s1__t2__gpt_5_4_mini__m5v2di,2,11,12.5,9,7,7,0,1,176,1.183,0.0399,0.9686,3,3,gpt-5.4-mini,1740,3085
s1__t2__gpt_5_4_mini__m5v2di,2,12,12,9,6,7,0,1,176,1.2837,0.0386,0.9691,3,3,gpt-5.4-mini,2071,2707
s1__t2__gpt_5_4_mini__m5v2di,2,13,12,9,6,7,0,1,176,1.4849,0.0485,0.9616,3,3,gpt-5.4-mini,2269,2039
s1__t2__gpt_5_4_mini__m5v2di,2,14,10,8,4,7,0,1,176,1.2181,0.0407,0.9673,3,3,gpt-5.4-mini,1564,2411
s1__t2__gpt_5_4_mini__m5v2di,2,15,10,7,6,7,0,1,177,1.3621,0.0449,0.962,3,3,gpt-5.4-mini,1671,1852
s2__t1__gpt_5_4_mini__m5v2db,0,1,10,7,6,5,0,1,52,1.7215,0.0682,0.9913,3,3,gpt-5.4-mini,1056,2049
s2__t1__gpt_5_4_mini__m5v2db,0,2,11,8,6,5,0,1,52,1.711,0.0715,0.9689,3,3,gpt-5.4-mini,786,2147
s2__t1__gpt_5_4_mini__m5v2db,0,3,9.5,6,7,5,0,1,52,1.5221,0.0482,0.976,3,3,gpt-5.4-mini,1129,2014
s2__t1__gpt_5_4_mini__m5v2db,0,4,10.5,7,7,5,0,1,53,1.6397,0.0964,0.9556,3,3,gpt-5.4-mini,1000,2031
s2__t1__gpt_5_4_mini__m5v2db,0,5,11.5,8,7,5,0,1,53,1.8532,0.1088,0.9994,3,3,gpt-5.4-mini,947,2636
s2__t1__gpt_5_4_mini__m5v2db,0,6,7.5,7,1,5,0,1,52,1.8532,0.118,0.9994,3,3,gpt-5.4-mini,834,2538
s2__t1__gpt_5_4_mini__m5v2db,0,7,13,9,8,6,0,1,53,2.2007,0.1257,0.995,3,3,gpt-5.4-mini,910,2471
s2__t1__gpt_5_4_mini__m5v2db,0,8,11,9,4,6,0,1,52,2.1724,0.1785,0.9285,3,3,gpt-5.4-mini,1088,2186
s2__t1__gpt_5_4_mini__m5v2db,0,9,10,8,4,6,0,1,52,2.2449,0.2047,0.9359,3,3,gpt-5.4-mini,940,2048
s2__t1__gpt_5_4_mini__m5v2db,0,10,9,8,2,6,0,1,52,2.2297,0.2014,0.9988,3,3,gpt-5.4-mini,1005,2409
s2__t1__gpt_5_4_mini__m5v2db,0,11,10.5,7,7,6,0,1,52,2.2161,0.2023,0.9199,3,3,gpt-5.4-mini,1491,2244
s2__t1__gpt_5_4_mini__m5v2db,0,12,11.5,9,5,6,0,1,52,2.2785,0.2454,0.9376,3,3,gpt-5.4-mini,1011,2067
s2__t1__gpt_5_4_mini__m5v2db,0,13,11.5,9,5,6,0,1,52,2.3985,0.3217,0.9069,3,3,gpt-5.4-mini,1132,2455
s2__t1__gpt_5_4_mini__m5v2db,0,14,10.5,8,5,6,0,1,52,2.5734,0.3495,0.9101,3,3,gpt-5.4-mini,860,2673
s2__t1__gpt_5_4_mini__m5v2db,0,15,9,8,2,8,0,1,62,2.5698,0.3429,0.9091,3,3,gpt-5.4-mini,1099,2024
s2__t1__gpt_5_4_mini__m5v2db,1,1,8,8,0,2,0,0,24,1.4259,0.0644,1,3,3,gpt-5.4-mini,1108,2368
s2__t1__gpt_5_4_mini__m5v2db,1,2,8,8,0,2,0,0,24,1.4259,0.0644,1,3,3,gpt-5.4-mini,814,1930
s2__t1__gpt_5_4_mini__m5v2db,1,3,11.5,8,7,4,0,2,85,1.995,0.0884,0.896,3,3,gpt-5.4-mini,1078,2306
s2__t1__gpt_5_4_mini__m5v2db,1,4,11.5,8,7,4,0,3,129,2.0165,0.1065,0.8767,3,3,gpt-5.4-mini,1356,2868
s2__t1__gpt_5_4_mini__m5v2db,1,5,10,8,4,4,0,4,174,1.8417,0.1136,0.8686,3,3,gpt-5.4-mini,1409,1941
s2__t1__gpt_5_4_mini__m5v2db,1,6,10,8,4,4,0,4,173,1.9546,0.1164,0.8664,3,3,gpt-5.4-mini,1541,2183
s2__t1__gpt_5_4_mini__m5v2db,1,7,10.5,9,3,4,0,4,170,1.9339,0.1167,0.8656,3,3,gpt-5.4-mini,1322,2436
s2__t1__gpt_5_4_mini__m5v2db,1,8,10.5,8,5,4,0,4,174,2.0407,0.1284,0.8601,3,3,gpt-5.4-mini,1460,2278
s2__t1__gpt_5_4_mini__m5v2db,1,9,9.5,7,5,4,0,4,173,2.0137,0.1223,0.8638,3,3,gpt-5.4-mini,1457,2347
s2__t1__gpt_5_4_mini__m5v2db,1,10,11.5,9,5,4,0,4,174,2.0297,0.1234,0.8632,3,3,gpt-5.4-mini,1602,2375
s2__t1__gpt_5_4_mini__m5v2db,1,11,10.5,8,5,4,0,4,175,2.0922,0.1211,0.8624,3,3,gpt-5.4-mini,1408,2269
s2__t1__gpt_5_4_mini__m5v2db,1,12,10.5,8,5,4,0,4,170,2.1277,0.1244,0.8615,3,3,gpt-5.4-mini,1481,2010
s2__t1__gpt_5_4_mini__m5v2db,1,13,7.5,6,3,4,0,4,169,2.0792,0.123,0.8604,3,3,gpt-5.4-mini,1427,2409
s2__t1__gpt_5_4_mini__m5v2db,1,14,8,7,2,4,0,4,176,2.1998,0.1278,0.8577,3,3,gpt-5.4-mini,1478,2247
s2__t1__gpt_5_4_mini__m5v2db,1,15,9.5,6,7,4,0,4,167,2.1363,0.1067,0.8777,3,3,gpt-5.4-mini,1314,2263
s2__t1__gpt_5_4_mini__m5v2db,2,1,9.5,7,5,4,0,1,36,1.7611,0.0526,0.9851,3,3,gpt-5.4-mini,1031,2723
s2__t1__gpt_5_4_mini__m5v2db,2,2,11.5,8,7,4,0,2,78,1.9748,0.0814,0.9725,3,3,gpt-5.4-mini,1162,2110
s2__t1__gpt_5_4_mini__m5v2db,2,3,10.5,8,5,4,0,3,120,2.0731,0.1008,0.9682,3,3,gpt-5.4-mini,1190,2045
s2__t1__gpt_5_4_mini__m5v2db,2,4,11,8,6,4,0,3,130,1.623,0.1048,0.9349,3,3,gpt-5.4-mini,1345,2356
s2__t1__gpt_5_4_mini__m5v2db,2,5,11,9,4,4,0,3,132,1.7229,0.0993,0.9378,3,3,gpt-5.4-mini,1221,2515
s2__t1__gpt_5_4_mini__m5v2db,2,6,10.5,9,3,4,0,3,133,1.6555,0.0982,0.9388,3,3,gpt-5.4-mini,1287,2125
s2__t1__gpt_5_4_mini__m5v2db,2,7,10,8,4,4,0,3,121,1.9857,0.0966,0.9639,3,3,gpt-5.4-mini,1296,2346
s2__t1__gpt_5_4_mini__m5v2db,2,8,8.5,6,5,4,0,3,116,2.0469,0.1019,0.9693,3,3,gpt-5.4-mini,1266,2462
s2__t1__gpt_5_4_mini__m5v2db,2,9,9,8,2,4,0,3,116,2.0417,0.1037,0.9686,3,3,gpt-5.4-mini,1264,2343
s2__t1__gpt_5_4_mini__m5v2db,2,10,11,8,6,4,0,3,116,2.0326,0.0939,0.9704,3,3,gpt-5.4-mini,1278,3573
s2__t1__gpt_5_4_mini__m5v2db,2,11,11.5,9,5,4,0,3,116,2.0832,0.1136,0.9639,3,3,gpt-5.4-mini,1085,2043
s2__t1__gpt_5_4_mini__m5v2db,2,12,11.5,9,5,4,0,3,116,2.0179,0.1061,0.9674,3,3,gpt-5.4-mini,1324,2442
s2__t1__gpt_5_4_mini__m5v2db,2,13,9,8,2,4,0,3,116,2.0665,0.1058,0.9669,3,3,gpt-5.4-mini,1307,2227
s2__t1__gpt_5_4_mini__m5v2db,2,14,9.5,8,3,4,0,3,116,1.936,0.0992,0.9696,3,3,gpt-5.4-mini,1389,2715
s2__t1__gpt_5_4_mini__m5v2db,2,15,10.5,8,5,4,0,4,154,2.0191,0.13,0.9649,3,3,gpt-5.4-mini,1525,2432
s2__t1__gpt_5_4_mini__m5v2di,0,1,9.5,6,7,2,0,0,24,1.7117,0.0568,0.982,3,3,gpt-5.4-mini,766,2221
s2__t1__gpt_5_4_mini__m5v2di,0,2,11.5,8,7,5,0,1,60,1.599,0.0397,0.9503,3,3,gpt-5.4-mini,1149,2208
s2__t1__gpt_5_4_mini__m5v2di,0,3,12,8,8,7,0,3,181,1.3502,0.0871,0.8964,3,3,gpt-5.4-mini,1376,1915
s2__t1__gpt_5_4_mini__m5v2di,0,4,11,8,6,9,0,4,262,1.4657,0.0978,0.8894,3,3,gpt-5.4-mini,1887,2631
s2__t1__gpt_5_4_mini__m5v2di,0,5,10.5,8,5,9,0,5,343,1.4917,0.1074,0.8791,3,3,gpt-5.4-mini,2498,2201
s2__t1__gpt_5_4_mini__m5v2di,0,6,10,8,4,9,0,6,424,1.6442,0.1205,0.8669,3,3,gpt-5.4-mini,2744,2683
s2__t1__gpt_5_4_mini__m5v2di,0,7,10,8,4,9,0,7,508,1.7465,0.1285,0.8606,3,3,gpt-5.4-mini,3350,2075
s2__t1__gpt_5_4_mini__m5v2di,0,8,9.5,8,3,9,0,8,591,1.8037,0.1356,0.8542,3,3,gpt-5.4-mini,3489,2188
s2__t1__gpt_5_4_mini__m5v2di,0,9,10.5,7,7,9,0,8,588,1.7577,0.09,0.8964,3,3,gpt-5.4-mini,3265,2205
s2__t1__gpt_5_4_mini__m5v2di,0,10,9,7,4,9,0,11,811,1.4332,0.092,0.9046,3,3,gpt-5.4-mini,4285,2367
s2__t1__gpt_5_4_mini__m5v2di,0,11,8,7,2,9,0,11,810,1.564,0.0927,0.8968,3,3,gpt-5.4-mini,4287,2130
s2__t1__gpt_5_4_mini__m5v2di,0,12,11,8,6,9,0,11,810,1.5635,0.0991,0.9015,3,3,gpt-5.4-mini,4192,2051
s2__t1__gpt_5_4_mini__m5v2di,0,13,11.5,8,7,10,0,10,781,1.6076,0.0756,0.907,3,3,gpt-5.4-mini,4494,2289
s2__t1__gpt_5_4_mini__m5v2di,0,14,6.5,6,1,10,0,10,781,1.6076,0.0756,0.907,3,3,gpt-5.4-mini,4316,2216
s2__t1__gpt_5_4_mini__m5v2di,0,15,8,6,4,10,0,10,782,1.7023,0.0753,0.9109,3,3,gpt-5.4-mini,4267,2424
s2__t1__gpt_5_4_mini__m5v2di,1,1,8.5,8,1,2,0,0,24,1.4259,0.0644,1,3,3,gpt-5.4-mini,945,1960
s2__t1__gpt_5_4_mini__m5v2di,1,2,10,9,2,2,0,0,25,1.3398,0.0644,1,3,3,gpt-5.4-mini,830,1879
s2__t1__gpt_5_4_mini__m5v2di,1,3,11,8,6,7,0,0,78,1.8879,0.0689,0.9787,3,3,gpt-5.4-mini,1188,2682
s2__t1__gpt_5_4_mini__m5v2di,1,4,11.5,8,7,9,0,3,167,1.6785,0.0762,0.9653,3,3,gpt-5.4-mini,1612,2341
s2__t1__gpt_5_4_mini__m5v2di,1,5,9.5,8,3,9,0,4,231,1.4226,0.0784,0.9615,3,3,gpt-5.4-mini,2169,2009
s2__t1__gpt_5_4_mini__m5v2di,1,6,10,8,4,9,0,4,231,1.4638,0.0769,0.9628,3,3,gpt-5.4-mini,1604,1914
s2__t1__gpt_5_4_mini__m5v2di,1,7,9.5,8,3,9,0,4,230,1.4198,0.0775,0.9657,3,3,gpt-5.4-mini,1619,2757
s2__t1__gpt_5_4_mini__m5v2di,1,8,9.5,8,3,9,0,4,230,1.417,0.0756,0.9701,3,3,gpt-5.4-mini,1589,2745
s2__t1__gpt_5_4_mini__m5v2di,1,9,10,8,4,9,0,4,230,1.472,0.0784,0.9651,3,3,gpt-5.4-mini,1533,2025
s2__t1__gpt_5_4_mini__m5v2di,1,10,11,8,6,9,0,4,229,1.3636,0.0763,0.9673,3,3,gpt-5.4-mini,1592,2085
s2__t1__gpt_5_4_mini__m5v2di,1,11,11,8,6,9,0,4,239,1.3871,0.0785,0.9569,3,3,gpt-5.4-mini,1668,1903
s2__t1__gpt_5_4_mini__m5v2di,1,12,10.5,8,5,9,0,5,306,1.4499,0.0833,0.9494,3,3,gpt-5.4-mini,1800,1996
s2__t1__gpt_5_4_mini__m5v2di,1,13,10,8,4,9,0,5,306,1.5711,0.0858,0.9445,3,3,gpt-5.4-mini,1976,2327
s2__t1__gpt_5_4_mini__m5v2di,1,14,10,8,4,9,0,5,306,1.395,0.0866,0.9454,3,3,gpt-5.4-mini,2124,2341
s2__t1__gpt_5_4_mini__m5v2di,1,15,10.5,8,5,9,0,5,305,1.0869,0.0706,0.9558,3,3,gpt-5.4-mini,2184,1850
s2__t1__gpt_5_4_mini__m5v2di,2,1,11,8,6,6,0,2,56,1.8236,0.064,0.97,3,3,gpt-5.4-mini,1124,1899
s2__t1__gpt_5_4_mini__m5v2di,2,2,11.5,8,7,6,0,2,92,1.8826,0.0997,0.94,3,3,gpt-5.4-mini,1063,2086
s2__t1__gpt_5_4_mini__m5v2di,2,3,11,8,6,6,0,2,129,1.9452,0.1394,0.9137,3,3,gpt-5.4-mini,1855,2085
s2__t1__gpt_5_4_mini__m5v2di,2,4,10,8,4,6,0,2,129,1.9688,0.1308,0.8949,3,3,gpt-5.4-mini,1359,2849
s2__t1__gpt_5_4_mini__m5v2di,2,5,11.5,8,7,6,0,2,183,2.0909,0.1908,0.8686,3,3,gpt-5.4-mini,1496,2524
s2__t1__gpt_5_4_mini__m5v2di,2,6,11,8,6,6,0,2,181,2.4244,0.3475,0.8255,3,3,gpt-5.4-mini,2020,2005
s2__t1__gpt_5_4_mini__m5v2di,2,7,11.5,9,5,6,0,2,181,2.5129,0.3346,0.8361,3,3,gpt-5.4-mini,1386,2262
s2__t1__gpt_5_4_mini__m5v2di,2,8,11.5,8,7,6,0,2,181,2.266,0.2282,0.8367,3,3,gpt-5.4-mini,1612,2601
s2__t1__gpt_5_4_mini__m5v2di,2,9,11.5,9,5,6,0,2,181,2.3456,0.2564,0.8339,3,3,gpt-5.4-mini,1965,2411
s2__t1__gpt_5_4_mini__m5v2di,2,10,11,9,4,6,0,2,181,2.3372,0.2441,0.8315,3,3,gpt-5.4-mini,1517,2036
s2__t1__gpt_5_4_mini__m5v2di,2,11,12,9,6,6,0,2,181,2.2591,0.2348,0.838,3,3,gpt-5.4-mini,1508,1886
s2__t1__gpt_5_4_mini__m5v2di,2,12,12,9,6,6,0,2,181,2.2789,0.241,0.8292,3,3,gpt-5.4-mini,1449,2261
s2__t1__gpt_5_4_mini__m5v2di,2,13,12.5,9,7,6,0,2,181,2.3347,0.2211,0.8344,3,3,gpt-5.4-mini,1474,2214
s2__t1__gpt_5_4_mini__m5v2di,2,14,8.5,8,1,6,0,2,181,2.345,0.221,0.8326,3,3,gpt-5.4-mini,1517,2005
s2__t1__gpt_5_4_mini__m5v2di,2,15,12,9,6,6,0,2,181,2.1333,0.1897,0.8548,3,3,gpt-5.4-mini,1401,2014
s2__t2__gpt_5_4_mini__m5v2db,0,1,5,2,6,2,0,0,24,1.7775,0.0541,0.9366,3,3,gpt-5.4-mini,889,2230
s2__t2__gpt_5_4_mini__m5v2db,0,2,11,7,8,2,0,0,21,1.247,0.0284,0.9992,3,3,gpt-5.4-mini,761,2100
s2__t2__gpt_5_4_mini__m5v2db,0,3,12,8,8,2,0,0,42,1.5464,0.1302,0.8162,3,3,gpt-5.4-mini,1001,2136
s2__t2__gpt_5_4_mini__m5v2db,0,4,9.5,6,7,2,0,0,60,2.1095,0.3979,0.8925,3,3,gpt-5.4-mini,1155,2442
s2__t2__gpt_5_4_mini__m5v2db,0,5,8,5,6,3,0,0,78,2.0453,0.5108,0.9166,3,3,gpt-5.4-mini,1440,2445
s2__t2__gpt_5_4_mini__m5v2db,0,6,13,9,8,3,0,0,102,1.0463,0.0759,0.8958,3,3,gpt-5.4-mini,1134,2109
s2__t2__gpt_5_4_mini__m5v2db,0,7,11,8,6,3,0,0,104,0.9676,0.0681,0.9007,3,3,gpt-5.4-mini,1206,2346
s2__t2__gpt_5_4_mini__m5v2db,0,8,10.5,7,7,3,0,0,130,0.7601,0.0495,0.9593,3,3,gpt-5.4-mini,1453,2129
s2__t2__gpt_5_4_mini__m5v2db,0,9,12,9,6,3,0,0,135,0.7743,0.0497,0.941,3,3,gpt-5.4-mini,1282,2204
s2__t2__gpt_5_4_mini__m5v2db,0,10,9.5,8,3,3,0,0,136,0.7927,0.0539,0.9263,3,3,gpt-5.4-mini,1335,2323
s2__t2__gpt_5_4_mini__m5v2db,0,11,7.5,7,1,3,0,0,137,0.7927,0.0538,0.926,3,3,gpt-5.4-mini,1257,2348
s2__t2__gpt_5_4_mini__m5v2db,0,12,11.5,8,7,3,0,0,153,0.9519,0.0643,0.904,3,3,gpt-5.4-mini,1423,1805
s2__t2__gpt_5_4_mini__m5v2db,0,13,10,7,6,3,0,0,153,0.8277,0.0558,0.9172,3,3,gpt-5.4-mini,1344,1957
s2__t2__gpt_5_4_mini__m5v2db,0,14,11,8,6,3,0,0,184,0.8131,0.0564,0.9162,3,3,gpt-5.4-mini,1496,2349
s2__t2__gpt_5_4_mini__m5v2db,0,15,10.5,9,3,3,0,0,184,0.7771,0.0527,0.9447,3,3,gpt-5.4-mini,1544,2184
s2__t2__gpt_5_4_mini__m5v2db,1,1,8.5,5,7,3,0,0,35,2.1796,0.2643,0.7866,3,3,gpt-5.4-mini,915,2041
s2__t2__gpt_5_4_mini__m5v2db,1,2,12,8,8,3,0,0,31,1.3013,0.0292,0.9967,3,3,gpt-5.4-mini,1087,2217
s2__t2__gpt_5_4_mini__m5v2db,1,3,3,2,2,3,0,0,39,1.258,0.0379,0.9991,3,3,gpt-5.4-mini,940,2013
s2__t2__gpt_5_4_mini__m5v2db,1,4,2.5,2,1,5,0,1,50,1.2504,0.0371,0.9988,3,3,gpt-5.4-mini,1244,2839
s2__t2__gpt_5_4_mini__m5v2db,1,5,2,2,0,5,0,1,50,1.2504,0.0371,0.9988,3,3,gpt-5.4-mini,987,2228
s2__t2__gpt_5_4_mini__m5v2db,1,6,2.5,2,1,5,0,1,52,1.2504,0.0371,0.9988,3,3,gpt-5.4-mini,919,1922
s2__t2__gpt_5_4_mini__m5v2db,1,7,10.5,7,7,5,0,1,71,2.0523,0.1004,0.8568,3,3,gpt-5.4-mini,1262,2282
s2__t2__gpt_5_4_mini__m5v2db,1,8,8.5,6,5,5,0,1,131,1.5529,0.0371,0.9443,3,3,gpt-5.4-mini,1407,2245
s2__t2__gpt_5_4_mini__m5v2db,1,9,8,8,0,5,0,1,131,1.5529,0.0371,0.9443,3,3,gpt-5.4-mini,1603,2468
s2__t2__gpt_5_4_mini__m5v2db,1,10,8,8,0,5,0,1,131,1.5529,0.0371,0.9443,3,3,gpt-5.4-mini,1473,2303
s2__t2__gpt_5_4_mini__m5v2db,1,11,7.5,6,3,5,0,1,160,0.9472,0.013,0.9809,3,3,gpt-5.4-mini,1476,2250
s2__t2__gpt_5_4_mini__m5v2db,1,12,10.5,8,5,5,0,1,219,1.0086,0.0321,0.9547,3,3,gpt-5.4-mini,1614,2198
s2__t2__gpt_5_4_mini__m5v2db,1,13,11,8,6,6,0,1,429,1.0351,0.036,0.9461,3,3,gpt-5.4-mini,2692,2354
s2__t2__gpt_5_4_mini__m5v2db,1,14,12,9,6,8,0,2,670,0.671,0.0166,0.9759,3,3,gpt-5.4-mini,3813,2306
s2__t2__gpt_5_4_mini__m5v2db,1,15,6.5,5,3,8,0,3,922,0.545,0.01,0.9856,3,3,gpt-5.4-mini,4979,2865
s2__t2__gpt_5_4_mini__m5v2db,2,1,5.5,3,5,7,0,1,72,1.8348,0.0651,0.9081,3,3,gpt-5.4-mini,1116,1869
s2__t2__gpt_5_4_mini__m5v2db,2,2,12,8,8,7,0,1,80,1.1752,0.0843,0.8649,3,3,gpt-5.4-mini,1193,2458
s2__t2__gpt_5_4_mini__m5v2db,2,3,11,8,6,7,0,1,80,1.8486,0.0879,0.8799,3,3,gpt-5.4-mini,1068,2306
s2__t2__gpt_5_4_mini__m5v2db,2,4,10.5,8,5,7,0,1,80,1.6028,0.0645,0.9224,3,3,gpt-5.4-mini,923,1867
s2__t2__gpt_5_4_mini__m5v2db,2,5,10,8,4,7,0,1,102,1.8273,0.0831,0.893,3,3,gpt-5.4-mini,1300,2323
s2__t2__gpt_5_4_mini__m5v2db,2,6,11,8,6,7,0,1,102,1.4478,0.0464,0.9543,3,3,gpt-5.4-mini,1186,1986
s2__t2__gpt_5_4_mini__m5v2db,2,7,10.5,8,5,7,0,1,102,1.3428,0.0412,0.9464,3,3,gpt-5.4-mini,1271,2311
s2__t2__gpt_5_4_mini__m5v2db,2,8,9.5,8,3,7,0,1,102,1.2555,0.0381,0.9447,3,3,gpt-5.4-mini,1162,2255
s2__t2__gpt_5_4_mini__m5v2db,2,9,11.5,9,5,7,0,1,102,1.3066,0.0287,0.9567,3,3,gpt-5.4-mini,1395,2128
s2__t2__gpt_5_4_mini__m5v2db,2,10,11.5,8,7,7,0,1,102,1.2524,0.0443,0.9396,3,3,gpt-5.4-mini,1077,2035
s2__t2__gpt_5_4_mini__m5v2db,2,11,10.5,8,5,7,0,1,112,1.2986,0.0369,0.9531,3,3,gpt-5.4-mini,1292,2359
s2__t2__gpt_5_4_mini__m5v2db,2,12,10.5,8,5,7,0,1,117,1.3573,0.0387,0.9599,3,3,gpt-5.4-mini,1310,2118
s2__t2__gpt_5_4_mini__m5v2db,2,13,11,8,6,7,0,1,117,1.3268,0.0417,0.939,3,3,gpt-5.4-mini,1390,2371
s2__t2__gpt_5_4_mini__m5v2db,2,14,9.5,7,5,7,0,1,123,1.2639,0.0667,0.9226,3,3,gpt-5.4-mini,1434,2425
s2__t2__gpt_5_4_mini__m5v2db,2,15,10.5,8,5,7,0,1,134,1.3036,0.0736,0.9128,3,3,gpt-5.4-mini,1422,2053
s2__t2__gpt_5_4_mini__m5v2di,0,1,6,3,6,2,0,0,25,1.8624,0.0656,0.929,3,3,gpt-5.4-mini,898,2074
s2__t2__gpt_5_4_mini__m5v2di,0,2,11.5,8,7,2,0,0,22,1.3095,0.0268,0.9993,3,3,gpt-5.4-mini,739,2247
s2__t2__gpt_5_4_mini__m5v2di,0,3,2.5,2,1,3,0,0,31,1.2441,0.0315,0.9991,3,3,gpt-5.4-mini,963,2469
s2__t2__gpt_5_4_mini__m5v2di,0,4,8.5,6,5,4,0,0,76,1.0722,0.0158,0.986,3,3,gpt-5.4-mini,1138,2351
s2__t2__gpt_5_4_mini__m5v2di,0,5,8,6,4,4,0,0,76,0.6345,0.0074,0.9919,3,3,gpt-5.4-mini,1051,2464
s2__t2__gpt_5_4_mini__m5v2di,0,6,10.5,7,7,4,0,0,86,1.6184,0.0435,0.9616,3,3,gpt-5.4-mini,1235,2065
s2__t2__gpt_5_4_mini__m5v2di,0,7,9,7,4,5,0,0,111,1.5416,0.0356,0.9611,3,3,gpt-5.4-mini,1091,1921
s2__t2__gpt_5_4_mini__m5v2di,0,8,11,8,6,5,1,0,145,1.7128,0.0483,0.955,3,3,gpt-5.4-mini,1633,2451
s2__t2__gpt_5_4_mini__m5v2di,0,9,10.5,7,7,7,1,0,478,2.03,0.0718,0.922,3,3,gpt-5.4-mini,3064,2276
s2__t2__gpt_5_4_mini__m5v2di,0,10,11,8,6,7,1,0,478,1.778,0.0656,0.9272,3,3,gpt-5.4-mini,2901,2194
s2__t2__gpt_5_4_mini__m5v2di,0,11,12.5,9,7,7,1,0,477,1.8083,0.0726,0.9258,3,3,gpt-5.4-mini,2890,2523
s2__t2__gpt_5_4_mini__m5v2di,0,12,12.5,9,7,7,1,0,478,1.8763,0.0862,0.9056,3,3,gpt-5.4-mini,3049,2211
s2__t2__gpt_5_4_mini__m5v2di,0,13,11,8,6,7,1,0,478,2.0514,0.0981,0.8853,3,3,gpt-5.4-mini,2964,6181
s2__t2__gpt_5_4_mini__m5v2di,0,14,11.5,8,7,7,1,0,559,1.8469,0.0702,0.9203,3,3,gpt-5.4-mini,3265,2010
s2__t2__gpt_5_4_mini__m5v2di,0,15,11,8,6,7,1,0,559,1.9374,0.0706,0.9207,3,3,gpt-5.4-mini,3349,2283
s2__t2__gpt_5_4_mini__m5v2di,1,1,9.5,6,7,3,0,0,33,1.3517,0.0272,0.978,3,3,gpt-5.4-mini,1276,2171
s2__t2__gpt_5_4_mini__m5v2di,1,2,5.5,4,3,4,0,0,35,1.3118,0.0341,0.9842,3,3,gpt-5.4-mini,961,2751
s2__t2__gpt_5_4_mini__m5v2di,1,3,11,8,6,4,0,0,76,0.6413,0.0071,0.9922,3,3,gpt-5.4-mini,1209,1951
s2__t2__gpt_5_4_mini__m5v2di,1,4,9,6,6,4,0,0,76,0.7842,0.01,0.9889,3,3,gpt-5.4-mini,1076,2031
s2__t2__gpt_5_4_mini__m5v2di,1,5,8.5,6,5,4,0,0,143,0.8376,0.0106,0.988,3,3,gpt-5.4-mini,1483,1912
s2__t2__gpt_5_4_mini__m5v2di,1,6,7,5,4,7,0,0,228,0.882,0.0113,0.9872,3,3,gpt-5.4-mini,1731,2521
s2__t2__gpt_5_4_mini__m5v2di,1,7,8.5,7,3,8,0,0,313,0.9148,0.0118,0.9867,3,3,gpt-5.4-mini,2079,2143
s2__t2__gpt_5_4_mini__m5v2di,1,8,8.5,7,3,8,0,0,481,0.8154,0.0123,0.986,3,3,gpt-5.4-mini,2931,2044
s2__t2__gpt_5_4_mini__m5v2di,1,9,7.5,7,1,8,0,0,397,0.9124,0.012,0.9864,3,3,gpt-5.4-mini,2622,1874
s2__t2__gpt_5_4_mini__m5v2di,1,10,8,7,2,8,0,0,564,0.8154,0.0123,0.986,3,3,gpt-5.4-mini,3242,2128
s2__t2__gpt_5_4_mini__m5v2di,1,11,10,8,4,8,0,0,648,0.9373,0.0118,0.9867,3,3,gpt-5.4-mini,3500,2003
s2__t2__gpt_5_4_mini__m5v2di,1,12,7.5,7,1,8,0,0,730,0.7775,0.0115,0.987,3,3,gpt-5.4-mini,3866,1932
s2__t2__gpt_5_4_mini__m5v2di,1,13,9,8,2,8,0,0,813,0.8557,0.0122,0.9862,3,3,gpt-5.4-mini,4328,1892
s2__t2__gpt_5_4_mini__m5v2di,1,14,9.5,8,3,9,0,1,907,0.798,0.0126,0.9833,3,3,gpt-5.4-mini,5271,2005
s2__t2__gpt_5_4_mini__m5v2di,1,15,11,8,6,9,0,1,909,0.8495,0.0103,0.987,3,3,gpt-5.4-mini,4480,2401
s2__t2__gpt_5_4_mini__m5v2di,2,1,8,4,8,2,0,0,23,1.4038,0.0242,0.983,3,3,gpt-5.4-mini,802,2367
s2__t2__gpt_5_4_mini__m5v2di,2,2,11,7,8,4,0,0,34,1.2447,0.0616,0.9172,3,3,gpt-5.4-mini,1128,1996
s2__t2__gpt_5_4_mini__m5v2di,2,3,8.5,6,5,5,0,0,66,0.8069,0.0078,0.9944,3,3,gpt-5.4-mini,1143,1965
s2__t2__gpt_5_4_mini__m5v2di,2,4,6.5,5,3,5,0,0,94,0.7898,0.0082,0.994,3,3,gpt-5.4-mini,1201,2286
s2__t2__gpt_5_4_mini__m5v2di,2,5,7,6,2,5,0,0,125,0.8642,0.0069,0.9988,3,3,gpt-5.4-mini,1610,1860
